Year,Month,Day,Period,1
2012,1,31,23,1.11703282
2012,1,31,24,1.067000192
2012,2,1,1,1.008266236
2012,2,1,2,1.005003239
2012,2,1,3,1.015879897
2012,2,1,4,1.027844221
2012,2,1,5,1.047422206
2012,2,1,6,1.10398083
2012,2,1,7,1.165977783
2012,2,1,8,1.185555768
2012,2,1,9,1.121383484
2012,2,1,10,1.110506825
2012,2,1,11,1.07787685
2012,2,1,12,1.03872088
2012,2,1,13,1.006090904
2012,2,1,14,0.986512919
2012,2,1,15,0.956058276
2012,2,1,16,0.944093951
2012,2,1,17,0.956058276
2012,2,1,18,0.995214246
2012,2,1,19,1.048509872
2012,2,1,20,1.105068496
2012,2,1,21,1.134435474
2012,2,1,22,1.113769823
2012,2,1,23,1.063737194
2012,2,1,24,1.010441568
2012,2,2,1,1.005003239
2012,2,2,2,0.99412658
2012,2,2,3,1.001740241
2012,2,2,4,1.014792231
2012,2,2,5,1.034370216
2012,2,2,6,1.093104172
2012,2,2,7,1.167065449
2012,2,2,8,1.189906432
2012,2,2,9,1.123558815
2012,2,2,10,1.106156162
2012,2,2,11,1.075701518
2012,2,2,12,1.041983877
2012,2,2,13,1.00717857
2012,2,2,14,0.984337588
2012,2,2,15,0.958233607
2012,2,2,16,0.940830954
2012,2,2,17,0.95497061
2012,2,2,18,0.987600585
2012,2,2,19,1.044159209
2012,2,2,20,1.106156162
2012,2,2,21,1.13008481
2012,2,2,22,1.105068496
2012,2,2,23,1.052860536
2012,2,2,24,1.000652575
2012,2,3,1,0.979986924
2012,2,3,2,0.970197932
2012,2,3,3,0.978899258
2012,2,3,4,0.977811593
2012,2,3,5,0.99412658
2012,2,3,6,1.055035867
2012,2,3,7,1.125734147
2012,2,3,8,1.164890117
2012,2,3,9,1.100717833
2012,2,3,10,1.074613853
2012,2,3,11,1.040896211
2012,2,3,12,1.005003239
2012,2,3,13,0.975636261
2012,2,3,14,0.961496605
2012,2,3,15,0.943006286
2012,2,3,16,0.9234283
2012,2,3,17,0.9234283
2012,2,3,18,0.929954295
2012,2,3,19,0.986512919
2012,2,3,20,1.03328255
2012,2,3,21,1.046334541
2012,2,3,22,1.030019553
2012,2,3,23,1.003915573
2012,2,3,24,0.977811593
2012,2,4,1,0.953882944
2012,2,4,2,0.944093951
2012,2,4,3,0.945181617
2012,2,4,4,0.956058276
2012,2,4,5,0.964759602
2012,2,4,6,0.995214246
2012,2,4,7,1.008266236
2012,2,4,8,1.035457882
2012,2,4,9,1.030019553
2012,2,4,10,1.019142895
2012,2,4,11,1.000652575
2012,2,4,12,0.961496605
2012,2,4,13,0.932129627
2012,2,4,14,0.908200979
2012,2,4,15,0.89732432
2012,2,4,16,0.882096998
2012,2,4,17,0.88427233
2012,2,4,18,0.89732432
2012,2,4,19,0.927778964
2012,2,4,20,0.964759602
2012,2,4,21,0.971285597
2012,2,4,22,0.963671937
2012,2,4,23,0.933217293
2012,2,4,24,0.902762649
2012,2,5,1,0.907113313
2012,2,5,2,0.895148988
2012,2,5,3,0.887535328
2012,2,5,4,0.892973657
2012,2,5,5,0.904937981
2012,2,5,6,0.914726974
2012,2,5,7,0.929954295
2012,2,5,8,0.947356949
2012,2,5,9,0.971285597
2012,2,5,10,0.972373263
2012,2,5,11,0.962584271
2012,2,5,12,0.935392625
2012,2,5,13,0.926691298
2012,2,5,14,0.909288644
2012,2,5,15,0.907113313
2012,2,5,16,0.894061323
2012,2,5,17,0.895148988
2012,2,5,18,0.907113313
2012,2,5,19,0.951707612
2012,2,5,20,1.001740241
2012,2,5,21,1.009353902
2012,2,5,22,1.009353902
2012,2,5,23,0.973460929
2012,2,5,24,0.933217293
2012,2,6,1,0.886447662
2012,2,6,2,0.873395672
2012,2,6,3,0.876658669
2012,2,6,4,0.889710659
2012,2,6,5,0.917989971
2012,2,6,6,0.975636261
2012,2,6,7,1.070263189
2012,2,6,8,1.10398083
2012,2,6,9,1.048509872
2012,2,6,10,1.027844221
2012,2,6,11,1.00717857
2012,2,6,12,0.982162256
2012,2,6,13,0.962584271
2012,2,6,14,0.939743288
2012,2,6,15,0.91037631
2012,2,6,16,0.89732432
2012,2,6,17,0.912551642
2012,2,6,18,0.925603632
2012,2,6,19,0.98107459
2012,2,6,20,1.035457882
2012,2,6,21,1.057211199
2012,2,6,22,1.046334541
2012,2,6,23,0.990863583
2012,2,6,24,0.933217293
2012,2,7,1,0.916902305
2012,2,7,2,0.91037631
2012,2,7,3,0.914726974
2012,2,7,4,0.925603632
2012,2,7,5,0.949532281
2012,2,7,6,1.006090904
2012,2,7,7,1.082227513
2012,2,7,8,1.102893164
2012,2,7,9,1.047422206
2012,2,7,10,1.03328255
2012,2,7,11,1.015879897
